name,cik,sic_code,sic_description,ticker,exchange,state,city,s1_filing_date,founding_date,founded_since_2000
"Processa Pharmaceuticals, Inc.",0001533743,2834,Pharmaceutical Preparations,PCSA,Nasdaq,FL,VERO BEACH,2012-11-14,2011-03-29,True
ProMIS Neurosciences Inc.,0001374339,2834,Pharmaceutical Preparations,PMN,Nasdaq,A6,TORONTO,2022-11-01,2004-01-23,True
"Propanc Biopharma, Inc.",0001517681,2834,Pharmaceutical Preparations,PPCB,Nasdaq,C3,"CAMBERWELL, VICTORIA",2011-06-23,2010-11-23,True
"ProPhase Labs, Inc.",0000868278,2834,Pharmaceutical Preparations,PRPH,OTC,NY,NEW YORK,2025-10-21,2022-06-01,True
"Protagenic Therapeutics, Inc.\new",0001022899,2834,Pharmaceutical Preparations,PTIX,OTC,NY,NEW YORK,2016-09-16,2005-03-01,True
"Protagonist Therapeutics, Inc",0001377121,2834,Pharmaceutical Preparations,PTGX,Nasdaq,CA,NEWARK,2016-07-11,2001-09-01,True
"Protea Biosciences Group, Inc.",0001335103,2834,Pharmaceutical Preparations,,,WV,MORGANTOWN,2014-01-13,2001-07-01,True
"PROTEONOMIX, INC.",0001469559,2834,Pharmaceutical Preparations,,,NJ,MOUNTAINSIDE,2011-02-01,2005-01-01,True
"PROVECTUS BIOPHARMACEUTICALS, INC.",0000315545,2834,Pharmaceutical Preparations,PVCT,OTC,TN,KNOXVILLE,2013-04-08,2009-01-01,True
"Provention Bio, Inc.",0001695357,2834,Pharmaceutical Preparations,,,NJ,RED BANK,2018-05-09,2016-10-01,True
"Pulmatrix, Inc.",0001574235,2834,Pharmaceutical Preparations,PULM,Nasdaq,MA,FRAMINGHAM,2013-08-08,2013-01-01,True
"PUMA BIOTECHNOLOGY, INC.",0001401667,2834,Pharmaceutical Preparations,PBYI,Nasdaq,CA,LOS ANGELES,2012-09-28,2007-04-01,True
Q BioMed Inc.,0001596062,2834,Pharmaceutical Preparations,QBIO,OTC,NY,NEW YORK,2014-01-13,2013-11-01,True
"Q Therapeutics, Inc.",0001366541,2834,Pharmaceutical Preparations,,,UT,SALT LAKE CITY,2012-06-29,2002-03-01,True
QUATRX PHARMACEUTICALS Co,0001166029,2834,Pharmaceutical Preparations,,,MI,ANN ARBOR,2006-02-03,2000-11-01,True
Rain Oncology Inc.,0001724979,2834,Pharmaceutical Preparations,,,CA,NEWARK,2021-04-02,2017-04-01,True
Rallybio Corp,0001739410,2834,Pharmaceutical Preparations,RLYB,Nasdaq,CT,NEW HAVEN,2021-07-02,2018-03-01,True
"Rani Therapeutics Holdings, Inc.",0001856725,2834,Pharmaceutical Preparations,RANI,Nasdaq,CA,SAN JOSE,2021-07-09,2021-04-01,True
"Rapid Therapeutic Science Laboratories, Inc.",0001575659,2834,Pharmaceutical Preparations,RTSL,OTC,TX,DE LEON,2013-05-23,2013-02-22,True
"Rapport Therapeutics, Inc.",0002012593,2834,Pharmaceutical Preparations,RAPP,Nasdaq,MA,BOSTON,2024-05-17,2022-02-01,True
"RAPT Therapeutics, Inc.",0001673772,2834,Pharmaceutical Preparations,RAPT,Nasdaq,CA,SOUTH SAN FRANCISCO,2019-07-05,2018-01-01,True
RAPTOR PHARMACEUTICALS CORP.,0001203944,2834,Pharmaceutical Preparations,,,CA,NOVATO,2008-07-18,2006-05-05,True
"RayzeBio, Inc.",0001825367,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2023-08-24,2020-01-01,True
REATA PHARMACEUTICALS INC,0001358762,2834,Pharmaceutical Preparations,,,TX,PLANO,2016-01-04,2015-09-01,True
"Redwood Scientific Technologies, Inc.",0001634394,2834,Pharmaceutical Preparations,RSCI,OTC,NY,ALBANY,2016-02-12,2014-12-01,True
"RegenoCELL Therapeutics, Inc.",0001221749,2834,Pharmaceutical Preparations,,,MA,"NATICK,",2010-06-22,2002-02-01,True
"RELMADA THERAPEUTICS, INC.",0001553643,2834,Pharmaceutical Preparations,RLMD,Nasdaq,FL,CORAL GABLES,2012-11-13,2011-05-23,True
RENOVIS INC,0001118361,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2003-10-17,2000-01-01,True
"RenovoRx, Inc.",0001574094,2834,Pharmaceutical Preparations,RNXT,Nasdaq,CA,MOUNTAIN VIEW,2021-07-21,2012-12-01,True
Repare Therapeutics Inc.,0001808158,2834,Pharmaceutical Preparations,RPTX,Nasdaq,A8,SAINT-LAURENT,2020-05-29,2016-01-01,True
REST EZ Inc.,0001733861,2834,Pharmaceutical Preparations,,,UT,RIVERTON,2021-05-26,2016-10-17,True
"Retrieve Medical Holdings, Inc.",0001452804,2834,Pharmaceutical Preparations,RMHI,OTC,NJ,BEDMINSTER,2008-12-29,2007-12-18,True
"REVIVA PHARMACEUTICALS HOLDINGS, INC.",0001742927,2834,Pharmaceutical Preparations,RVPH,Nasdaq,CA,CUPERTINO,2018-07-20,2018-03-01,True
"Rezolute, Inc.",0001509261,2834,Pharmaceutical Preparations,RZLT,Nasdaq,CA,REDWOOD CITY,2011-06-14,2010-07-01,True
"Rhythm Holding Company, LLC",0001581617,2834,Pharmaceutical Preparations,,,MA,BOSTON,2014-08-27,2008-11-01,True
"RHYTHM PHARMACEUTICALS, INC.",0001649904,2834,Pharmaceutical Preparations,RYTM,Nasdaq,MA,BOSTON,2017-09-05,2013-02-01,True
"Rib-X Pharmaceuticals, Inc.",0001164994,2834,Pharmaceutical Preparations,,,CT,NEW HAVEN,2011-11-25,2000-10-01,True
Roivant Sciences Ltd.,0001635088,2834,Pharmaceutical Preparations,ROIV,Nasdaq,,LONDON,2021-10-29,2014-04-01,True
RVL Pharmaceuticals plc,0001739426,2834,Pharmaceutical Preparations,,,NJ,BRIDGEWATER,2018-09-14,2005-01-01,True
"S1 Biopharma, Inc.",0001613723,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2014-10-01,2010-10-01,True
"Sage Therapeutics, Inc.",0001597553,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2014-06-17,2010-04-01,True
"Salarius Pharmaceuticals, Inc.",0001615219,2834,Pharmaceutical Preparations,DCOY,Nasdaq,TX,HOUSTON,2014-12-29,2014-02-01,True
SALMEDIX INC,0001133181,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2004-04-23,2000-11-01,True
"SANCILIO PHARMACEUTICALS COMPANY, INC.",0001641908,2834,Pharmaceutical Preparations,,,FL,RIVIERA BEACH,2015-08-31,2006-01-01,True
"Schrodinger, Inc.",0001490978,2834,Pharmaceutical Preparations,SDGR,Nasdaq,NY,NEW YORK,2020-01-10,2014-01-01,True
"Scorpius Holdings, Inc.",0001476963,2834,Pharmaceutical Preparations,SCPX,OTC,TX,SAN ANTONIO,2013-05-06,2008-06-01,True
"SELLAS Life Sciences Group, Inc.",0001390478,2834,Pharmaceutical Preparations,SLS,Nasdaq,NY,NEW YORK,2018-05-23,2012-01-01,True
"Semnur Pharmaceuticals, Inc.",0001913577,2834,Pharmaceutical Preparations,SMNR,OTC,CA,PALO ALTO,2022-03-01,2021-01-01,True
"Septerna, Inc.",0001984086,2834,Pharmaceutical Preparations,SEPN,Nasdaq,CA,SOUTH SAN FRANCISCO,2024-10-02,2019-12-01,True
"Serina Therapeutics, Inc.",0001708599,2834,Pharmaceutical Preparations,SER,NYSE,AL,HUNTSVILLE,2024-05-03,2017-01-01,True
"Shattuck Labs, Inc.",0001680367,2834,Pharmaceutical Preparations,STTK,Nasdaq,TX,AUSTIN,2020-09-18,2016-01-01,True
"Shengtai Pharmaceutical, Inc.",0001295079,2834,Pharmaceutical Preparations,,,F4,"SHANDONG,",2007-06-29,2004-03-01,True
"Shuttle Pharmaceuticals Holdings, Inc.",0001757499,2834,Pharmaceutical Preparations,SHPH,Nasdaq,MD,GAITHERSBURG,2022-06-03,2012-12-01,True
"Shuttle Pharmaceuticals, Inc.",0001685462,2834,Pharmaceutical Preparations,,,MD,ROCKVILLE,2016-12-09,2012-12-01,True
"Sierra Oncology, Inc.",0001290149,2834,Pharmaceutical Preparations,,,CA,SAN MATEO,2015-06-12,2003-05-01,True
"Sigilon Therapeutics, Inc.",0001821323,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2020-11-13,2015-05-01,True
"Silo Pharma, Inc.",0001514183,2834,Pharmaceutical Preparations,SILO,Nasdaq,FL,SARASOTA,2011-03-30,2004-01-01,True
Sio Gene Therapies Inc.,0001636050,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2015-05-11,2014-10-01,True
"Sionna Therapeutics, Inc.",0002036042,2834,Pharmaceutical Preparations,SION,Nasdaq,MA,WALTHAM,2025-01-17,2019-08-01,True
"Skye Bioscience, Inc.",0001516551,2834,Pharmaceutical Preparations,SKYE,Nasdaq,CA,SAN DIEGO,2013-01-30,2011-03-16,True
"Societal CDMO, Inc.",0001588972,2834,Pharmaceutical Preparations,,,PA,EXTON,2013-10-24,2002-01-01,True
"Sonnet BioTherapeutics Holdings, Inc.",0001106838,2834,Pharmaceutical Preparations,,,NJ,PRINCETON,2011-12-02,2011-09-30,True
SOPHIRIS BIO INC.,0001563855,2834,Pharmaceutical Preparations,,,CA,LA JOLLA,2013-02-15,2002-01-01,True
"Spero Therapeutics, Inc.",0001701108,2834,Pharmaceutical Preparations,SPRO,Nasdaq,MA,CAMBRIDGE,2017-10-06,2013-01-01,True
"SPRUCE BIOSCIENCES, INC.",0001683553,2834,Pharmaceutical Preparations,SPRB,Nasdaq,CA,SOUTH SAN FRANCISCO,2020-09-18,2016-04-01,True
Squarex Pharmaceutical Corp,0001864607,2834,Pharmaceutical Preparations,,,MN,SAINT PAUL,2023-01-17,2012-06-01,True
"Statera Biopharma, Inc.",0001318641,2834,Pharmaceutical Preparations,,,CO,FORT COLLINS,2015-04-10,2003-06-01,True
SteadyMed Ltd.,0001619087,2834,Pharmaceutical Preparations,,,L3,REHOVOT,2015-02-06,2003-01-01,True
"Stoke Therapeutics, Inc.",0001623526,2834,Pharmaceutical Preparations,STOK,Nasdaq,MA,BEDFORD,2019-05-23,2014-06-01,True
Structure Therapeutics Inc.,0001888886,2834,Pharmaceutical Preparations,GPCR,Nasdaq,CA,SOUTH SAN FRANCISCO,2023-01-12,2021-02-01,True
SYBLEU Inc,0001818674,2834,Pharmaceutical Preparations,,,NY,BRONX,2020-08-17,2020-06-12,True
"SYNLOGIC, INC.",0001527599,2834,Pharmaceutical Preparations,SYBX,OTC,MA,WINCHESTER,2015-08-24,2007-12-01,True
"Synthorx, Inc.",0001609727,2834,Pharmaceutical Preparations,,,CA,LA JOLLA,2018-11-13,2014-01-01,True
"Syros Pharmaceuticals, Inc.",0001556263,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2016-06-03,2011-11-01,True
"Tango Therapeutics, Inc.",0001819133,2834,Pharmaceutical Preparations,TNGX,Nasdaq,MA,BOSTON,2020-07-30,2020-05-01,True
"Telomir Pharmaceuticals, Inc.",0001971532,2834,Pharmaceutical Preparations,TELO,Nasdaq,FL,MIAMI,2023-11-14,2021-08-01,True
"Tempest Therapeutics, Inc.",0001544227,2834,Pharmaceutical Preparations,TPST,Nasdaq,CA,BRISBANE,2012-08-29,2011-04-01,True
TERCICA INC,0001262175,2834,Pharmaceutical Preparations,,,CA,BRISBANE,2003-09-12,2001-12-01,True
"Terns Pharmaceuticals, Inc.",0001831363,2834,Pharmaceutical Preparations,TERN,Nasdaq,CA,FOSTER CITY,2021-01-15,2017-01-01,True
"TESARO, Inc.",0001491576,2834,Pharmaceutical Preparations,,,MA,WALTHAM,2012-03-23,2010-03-01,True
TETRALOGIC PHARMACEUTICALS Corp,0001361248,2834,Pharmaceutical Preparations,,,NY,PAOLI,2013-10-18,2001-07-01,True
"TFF Pharmaceuticals, Inc.",0001733413,2834,Pharmaceutical Preparations,,,TX,AUSTIN,2019-08-20,2018-01-01,True
THAR PHARMACEUTICALS INC,0001428369,2834,Pharmaceutical Preparations,,,PA,PITTSBURGH,2016-08-19,2006-01-01,True
"Tharimmune, Inc.",0001861657,2834,Pharmaceutical Preparations,THAR,Nasdaq,NJ,BRIDGEWATER,2021-09-27,2017-03-28,True
"THAT MARKETING SOLUTION, INC.",0001557796,2834,Pharmaceutical Preparations,,,UT,SALT LAKE CITY,2012-11-07,2012-08-02,True
"TherapeuticsMD, Inc.",0000025743,2834,Pharmaceutical Preparations,TXMD,Nasdaq,FL,BOCA RATON,2012-11-27,2012-02-29,True
"Theseus Pharmaceuticals, Inc.",0001745020,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2021-09-15,2017-12-01,True
"TIANYIN PHARMACEUTICAL CO., INC.",0001362718,2834,Pharmaceutical Preparations,,,F4,"CHENGDU, P.R.",2008-02-15,2007-01-26,True
"Tobira Therapeutics, Inc.",0001409690,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2014-06-23,2006-09-01,True
Tonix Pharmaceuticals Holding Corp.,0001430306,2834,Pharmaceutical Preparations,TNXP,Nasdaq,NJ,BERKELEY HEIGHTS,2017-09-29,2007-11-16,True
Tottenham Acquisition I Ltd,0001731176,2834,Pharmaceutical Preparations,,,K3,CENTRAL,2018-07-05,2017-11-13,True
"Tricida, Inc.",0001595585,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2018-06-04,2013-05-01,True
Trius Therapeutics Inc,0001356857,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2009-11-06,2007-12-01,True
"Trubion Pharmaceuticals, Inc",0001298521,2834,Pharmaceutical Preparations,,,WA,SEATTLE,2006-06-02,2002-10-01,True
"TuHURA Biosciences, Inc./NV",0001498382,2834,Pharmaceutical Preparations,HURA,Nasdaq,FL,TAMPA,2010-08-17,2009-06-24,True
"Turning Point Therapeutics, Inc.",0001595893,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2019-03-21,2013-10-01,True
"TYME TECHNOLOGIES, INC.",0001537917,2834,Pharmaceutical Preparations,,,NJ,BEDMINSTER,2012-02-02,2011-11-22,True
"Unicycive Therapeutics, Inc.",0001766140,2834,Pharmaceutical Preparations,UNCY,Nasdaq,CA,LOS ALTOS,2021-05-21,2016-08-01,True
United Cannabis Corp,0001436161,2834,Pharmaceutical Preparations,,,CO,GOLDEN,2008-07-15,2007-11-15,True
"Unity Biotechnology, Inc.",0001463361,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2018-04-05,2009-03-01,True
"Upstream Bio, Inc.",0002022626,2834,Pharmaceutical Preparations,UPB,Nasdaq,MA,WALTHAM,2024-09-18,2021-11-01,True
Urovant Sciences Ltd.,0001740547,2834,Pharmaceutical Preparations,,,CA,IRVINE,2018-07-13,2016-01-01,True
"VACCINEX, INC.",0001205922,2834,Pharmaceutical Preparations,VCNX,OTC,NY,ROCHESTER,2018-07-09,2001-04-01,True
Valera Pharmaceuticals Inc,0001305409,2834,Pharmaceutical Preparations,,,NJ,CRANBURY,2005-03-14,2001-01-01,True
"Vaxxinity, Inc.",0001851657,2834,Pharmaceutical Preparations,VAXX,OTC,FL,EXPLORATION PARK,2021-10-08,2020-03-01,True
"Vector Therapeutics, Inc.",0001685616,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2016-10-28,2016-05-20,True
"Ventyx Biosciences, Inc.",0001851194,2834,Pharmaceutical Preparations,VTYX,Nasdaq,CA,SAN DIEGO,2021-09-29,2018-11-01,True
"Vera Therapeutics, Inc.",0001831828,2834,Pharmaceutical Preparations,VERA,Nasdaq,CA,BRISBANE,2021-04-23,2016-05-01,True
"Veradermics, Inc",0001827635,2834,Pharmaceutical Preparations,MANE,,CT,NEW HAVEN,2026-01-09,2019-10-05,True
Vero Biotech Inc.,0001359620,2834,Pharmaceutical Preparations,,,GA,ATLANTA,2013-11-12,2006-01-01,True
Verrica Pharmaceuticals Inc.,0001660334,2834,Pharmaceutical Preparations,VRCA,Nasdaq,PA,WEST CHESTER,2018-05-22,2010-01-01,True
"Verve Therapeutics, Inc.",0001840574,2834,Pharmaceutical Preparations,,,MA,BOSTON,2021-05-28,2018-03-01,True
Viamet Pharmaceuticals Holdings LLC,0001538928,2834,Pharmaceutical Preparations,,,NC,DURHAM,2014-07-01,2004-12-01,True
"Viela Bio, Inc.",0001734517,2834,Pharmaceutical Preparations,,,MD,GAITHERSBURG,2019-08-29,2017-12-01,True
"Vincerx Pharma, Inc.",0001796129,2834,Pharmaceutical Preparations,VINC,OTC,CA,PALO ALTO,2020-02-14,2018-12-19,True
"VioQuest Pharmaceuticals, Inc.",0000745788,2834,Pharmaceutical Preparations,,,NJ,BASKING RIDGE,2008-05-23,2000-10-01,True
Vireo Growth Inc.,0001771706,2834,Pharmaceutical Preparations,VREOF,OTC,MN,MINNEAPOLIS,2023-08-04,2014-01-01,True
Virobay Inc,0001374261,2834,Pharmaceutical Preparations,,,CA,MENLO PARK,2014-09-10,2006-05-01,True
"Virpax Pharmaceuticals, Inc.",0001708331,2834,Pharmaceutical Preparations,VRPX,OTC,PA,BERWYN,2020-10-09,2017-05-12,True
"Vitae Pharmaceuticals, Inc",0001157602,2834,Pharmaceutical Preparations,,,PA,FORT WASHINGTON,2014-08-12,2001-05-01,True
"Vividion Therapeutics, Inc.",0001671687,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2021-06-25,2013-12-01,True
vTv Therapeutics Inc.,0001641489,2834,Pharmaceutical Preparations,VTVT,Nasdaq,NC,HIGH POINT,2015-06-15,2015-04-01,True
VYNE Therapeutics Inc.,0001566044,2834,Pharmaceutical Preparations,VYNE,Nasdaq,NJ,BRIDGEWATER,2017-12-28,2011-10-01,True
"Warner Chilcott (US), LLC",0001319899,2834,Pharmaceutical Preparations,,,NJ,ROCKAWAY,2006-10-20,2006-08-01,True
"Warner Chilcott Company, LLC",0001319903,2834,Pharmaceutical Preparations,,,NJ,ROCKAWAY,2006-10-20,2006-08-01,True
Warner Chilcott CORP,0001319893,2834,Pharmaceutical Preparations,,,NJ,ROCKAWAY,2006-10-20,2006-08-01,True
"Warner Chilcott Holdings CO III, LTD",0001319896,2834,Pharmaceutical Preparations,,,NJ,ROCKAWAY,2006-10-20,2006-08-01,True
Warner Chilcott Intermediate (Luxembourg) S.a.r.l.,0001331426,2834,Pharmaceutical Preparations,,,NJ,ROCKAWAY,2006-10-20,2006-08-01,True
Wave Life Sciences Ltd.,0001631574,2834,Pharmaceutical Preparations,WVE,Nasdaq,U0,SINGAPORE,2015-10-09,2013-01-01,True
"Wellness Center USA, Inc.",0001516887,2834,Pharmaceutical Preparations,,,IL,HOFFMAN ESTATES,2011-03-31,2010-06-30,True
"Werewolf Therapeutics, Inc.",0001785530,2834,Pharmaceutical Preparations,HOWL,Nasdaq,MA,WATERTOWN,2021-04-08,2017-10-01,True
"Whitehawk Therapeutics, Inc.",0001422142,2834,Pharmaceutical Preparations,WHWK,Nasdaq,NJ,MORRISTOWN,2017-04-14,2007-11-01,True
XBiotech Inc.,0001626878,2834,Pharmaceutical Preparations,XBIT,Nasdaq,TX,AUSTIN,2015-02-02,2014-01-01,True
XCEL PHARMACEUTICALS INC,0001139665,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2002-01-07,2001-01-01,True
"Xstelos Holdings, Inc.",0001540145,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2012-01-25,2001-01-01,True
"Znomics, Inc.",0001371473,2834,Pharmaceutical Preparations,,,OR,PORTLAND,2008-08-08,2006-03-20,True
"ZOGENIX, INC.",0001375151,2834,Pharmaceutical Preparations,,,CA,EMERYVILLE,2008-03-20,2006-10-01,True
Zomedica Corp.,0001684144,2834,Pharmaceutical Preparations,ZOMDF,OTC,MI,ANN ARBOR,2017-04-21,2015-05-14,True
"ZS Pharma, Inc.",0001459266,2834,Pharmaceutical Preparations,,,TX,COPPELL,2014-05-15,2008-02-01,True
Zyla Life Sciences,0001586105,2834,Pharmaceutical Preparations,,,PA,WAYNE,2013-10-16,2013-08-01,True
"Zynerba Pharmaceuticals, Inc.",0001621443,2834,Pharmaceutical Preparations,,,PA,DEVON,2015-06-30,2007-01-01,True
"ZyVersa Therapeutics, Inc.",0001859007,2834,Pharmaceutical Preparations,ZVSA,OTC,FL,WESTON,2021-05-13,2021-03-01,True
10X Capital Venture Acquisition Corp. III,0001848948,2836,"Biological Products, (No Diagnostic Substances)",,,NY,NEW YORK,2021-03-04,2004-01-01,True
"4D Molecular Therapeutics, Inc.",0001650648,2836,"Biological Products, (No Diagnostic Substances)",FDMT,Nasdaq,CA,EMERYVILLE,2019-09-30,2015-03-01,True
"Abpro Holdings, Inc.",0001893219,2836,"Biological Products, (No Diagnostic Substances)",ABP,Nasdaq,NY,NEW YORK,2021-12-02,2021-05-01,True
ACCELERON PHARMA INC,0001280600,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2013-08-07,2003-06-01,True
ACESIS HOLDINGS CORP.,0001955728,2836,"Biological Products, (No Diagnostic Substances)",,,CO,CENTENNIAL,2023-09-15,2022-10-03,True
"ADAPTIN BIO, INC.",0001938571,2836,"Biological Products, (No Diagnostic Substances)",,,NC,CHARLOTTE,2025-05-16,2022-03-01,True
Adaptive Biotechnologies Corp,0001478320,2836,"Biological Products, (No Diagnostic Substances)",ADPT,Nasdaq,WA,SEATTLE,2019-05-30,2006-01-01,True
"ADMA BIOLOGICS, INC.",0001368514,2836,"Biological Products, (No Diagnostic Substances)",ADMA,Nasdaq,NJ,RAMSEY,2012-03-29,2007-07-09,True
"Adverum Biotechnologies, Inc.",0001501756,2836,"Biological Products, (No Diagnostic Substances)",ADVM,Nasdaq,CA,REDWOOD CITY,2014-06-30,2006-01-01,True
AERIE PHARMACEUTICALS INC,0001337553,2836,"Biological Products, (No Diagnostic Substances)",,,NC,DURHAM,2013-09-17,2013-01-01,True
"Aevi Genomic Medicine, LLC",0001138776,2836,"Biological Products, (No Diagnostic Substances)",,,PA,WAYNE,2010-11-05,2000-03-01,True
Affinia Therapeutics Inc.,0001792694,2836,"Biological Products, (No Diagnostic Substances)",,,MA,WALTHAM,2022-01-04,2019-02-01,True
Agentix Corp.,0001603345,2836,"Biological Products, (No Diagnostic Substances)",AGTX,OTC,CA,DANA POINT,2014-04-01,2013-04-18,True
ALDAGEN INC,0001128188,2836,"Biological Products, (No Diagnostic Substances)",,,NC,DURHAM,2008-05-09,2000-03-01,True
"Alector, Inc.",0001653087,2836,"Biological Products, (No Diagnostic Substances)",ALEC,Nasdaq,CA,SOUTH SAN FRANCISCO,2019-01-07,2013-05-01,True
"Allena Pharmaceuticals, Inc.",0001624658,2836,"Biological Products, (No Diagnostic Substances)",,,MA,SUDBURY,2017-10-06,2014-12-01,True
"Allogene Therapeutics, Inc.",0001737287,2836,"Biological Products, (No Diagnostic Substances)",ALLO,Nasdaq,CA,SOUTH SAN FRANCISCO,2018-09-14,2017-11-01,True
"Alopexx, Inc.",0001880995,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2022-03-07,2021-05-01,True
Alpha Cognition Inc.,0001655923,2836,"Biological Products, (No Diagnostic Substances)",ACOG,Nasdaq,TX,GRAPEVINE,2024-04-30,2023-07-01,True
"Apogee Therapeutics, Inc.",0001974640,2836,"Biological Products, (No Diagnostic Substances)",APGE,Nasdaq,MA,WALTHAM,2023-06-22,2022-01-01,True
"Arcellx, Inc.",0001786205,2836,"Biological Products, (No Diagnostic Substances)",ACLX,Nasdaq,CA,REDWOOD CITY,2022-01-14,2014-12-01,True
"Artiva Biotherapeutics, Inc.",0001817241,2836,"Biological Products, (No Diagnostic Substances)",ARTV,Nasdaq,CA,SAN DIEGO,2021-04-08,2019-02-01,True
"Asterias Biotherapeutics, Inc.",0001572552,2836,"Biological Products, (No Diagnostic Substances)",,,CA,FREMONT,2013-04-03,2012-09-01,True
"Atara Biotherapeutics, Inc.",0001604464,2836,"Biological Products, (No Diagnostic Substances)",ATRA,Nasdaq,CA,THOUSAND OAKS,2015-06-29,2012-08-01,True
aTYR PHARMA INC,0001339970,2836,"Biological Products, (No Diagnostic Substances)",ATYR,Nasdaq,CA,SAN DIEGO,2015-04-06,2005-09-01,True
"Audentes Therapeutics, Inc.",0001628738,2836,"Biological Products, (No Diagnostic Substances)",,,CA,SAN FRANCISCO,2016-01-04,2012-11-01,True
"Aurion Biotech, Inc.",0001924356,2836,"Biological Products, (No Diagnostic Substances)",,,WA,SEATTLE,2025-01-24,2016-07-01,True
"AveXis, Inc.",0001652923,2836,"Biological Products, (No Diagnostic Substances)",,,IL,BANNOCKBURN,2016-01-15,2010-04-01,True
Axcella Health Inc.,0001633070,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2019-04-12,2008-08-01,True
Axium Pharmaceuticals Inc.,0001715028,2836,"Biological Products, (No Diagnostic Substances)",,,NC,HIGHPOINT,2017-08-21,2017-05-30,True
Beam Therapeutics Inc.,0001745999,2836,"Biological Products, (No Diagnostic Substances)",BEAM,Nasdaq,MA,CAMBRIDGE,2019-09-27,2017-01-01,True
"BioAtla, Inc.",0001826892,2836,"Biological Products, (No Diagnostic Substances)",BCAB,Nasdaq,CA,SAN DIEGO,2020-11-13,2007-03-01,True
"BIOCARDIA LIFESCIENCES, INC.",0001635886,2836,"Biological Products, (No Diagnostic Substances)",,,CA,SAN CARLOS,2015-06-16,2002-03-01,True
"BioCardia, Inc.",0000925741,2836,"Biological Products, (No Diagnostic Substances)",BCDA,Nasdaq,CA,SUNNYVALE,2009-12-18,2007-04-06,True
BioLife4D Corp,0001714919,2836,"Biological Products, (No Diagnostic Substances)",,,IL,BUFFALO GROVE,2022-06-03,2016-11-01,True
BiomX Inc.,0001739174,2836,"Biological Products, (No Diagnostic Substances)",PHGE,NYSE,,NESS ZIONA,2018-11-26,2017-11-01,True
"BioVex Group, Inc.",0001365651,2836,"Biological Products, (No Diagnostic Substances)",,,MA,WOBURN,2006-06-20,2005-07-01,True
"Black Diamond Therapeutics, Inc.",0001701541,2836,"Biological Products, (No Diagnostic Substances)",BDTX,Nasdaq,MA,CAMBRIDGE,2020-01-03,2018-09-01,True
"C4 Therapeutics, Inc.",0001662579,2836,"Biological Products, (No Diagnostic Substances)",CCCC,Nasdaq,MA,WATERTOWN,2020-09-10,2015-10-01,True
"Cabaletta Bio, Inc.",0001759138,2836,"Biological Products, (No Diagnostic Substances)",CABA,Nasdaq,PA,PHILADELPHIA,2019-09-30,2017-04-01,True
"Candel Therapeutics, Inc.",0001841387,2836,"Biological Products, (No Diagnostic Substances)",CADL,Nasdaq,MA,NEEDHAM,2021-06-25,2003-06-01,True
"CANNABIS GLOBAL, INC.",0001413488,2836,"Biological Products, (No Diagnostic Substances)",,,CA,LOS ANGELES,2019-08-26,2005-02-28,True
"CARGO Therapeutics, Inc.",0001966494,2836,"Biological Products, (No Diagnostic Substances)",,,CA,SAN CARLOS,2023-10-20,2019-12-01,True
"Caribou Biosciences, Inc.",0001619856,2836,"Biological Products, (No Diagnostic Substances)",CRBU,Nasdaq,CA,BERKELEY,2021-07-01,2014-07-01,True
"CG Oncology, Inc.",0001991792,2836,"Biological Products, (No Diagnostic Substances)",CGON,Nasdaq,CA,IRVINE,2024-01-02,2010-09-01,True
"Checkmate Pharmaceuticals, Inc.",0001651431,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2020-07-17,2015-07-01,True
"Chelsea Therapeutics International, Ltd.",0001333763,2836,"Biological Products, (No Diagnostic Substances)",,,NC,CHARLOTTE,2005-08-18,2002-04-01,True
CHEMOKINE THERAPEUTICS CORP,0001092959,2836,"Biological Products, (No Diagnostic Substances)",,,A1,VANCOUVER,2008-04-08,2005-01-01,True
