name,cik,ticker,founding_date,s1_filing_date,state,city,sic_code,status,current_price,market_cap,exchange,exit_type,exit_date,exit_details,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct
Incannex Healthcare Inc.,0001873875,IXHL,2023-07-01,2024-07-03,,NORWEST NSW,2834,trading,0.2799,96908520,NCM,,,,1435,2022-03-02,59.52,2026-02-04,0.28,2022-03-15,142.0,138.6,0.09,-99.5
"Indaptus Therapeutics, Inc.",0001857044,INDP,2000-09-21,2021-09-24,NY,NEW YORK,2834,trading,1.9611,4397423,NCM,,,,3837,2015-08-04,13440.0,2026-02-04,1.96,2017-09-26,21392.0,59.2,1.75,-100.0
INERGETICS INC,0000072170,,2000-11-01,2014-08-01,NJ,NEWARK,2834,no_ticker,,,,,,,,,,,,,,,,
InMed Pharmaceuticals Inc.,0001728328,INM,2014-01-01,2020-06-19,A1,VANCOUVER,2834,trading,1.04,2916353,NCM,,,,4293,2014-05-05,4389.0,2026-02-04,1.04,2018-01-03,31185.0,610.5,1.04,-100.0
"INNOVUS PHARMACEUTICALS, INC.",0001411879,,2000-01-01,2012-08-08,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
INSITE VISION INC,0000802724,,2007-05-02,2011-08-04,CA,ALAMEDA,2834,no_ticker,,,,,,,,,,,,,,,,
"INSYS THERAPEUTICS, INC.",0001409532,,2002-10-01,2007-08-17,AZ,PHOENIX,2834,no_ticker,,,,,,,,,,,,,,,,
"Insys Therapeutics, Inc.",0001516479,,2002-10-01,2011-03-30,AZ,PHOENIX,2834,no_ticker,,,,,,,,,,,,,,,,
IntelGenx Technologies Corp.,0001098880,,2003-06-15,2008-04-28,A8,SAINT LAURENT,2834,no_ticker,,,,,,,,,,,,,,,,
International Stem Cell CORP,0001355790,ISCO,2006-06-01,2009-07-31,CA,SAN DIEGO,2834,trading,0.14,1120614,OQB,,,,6853,2007-05-01,381.0,2026-02-03,0.14,2007-05-11,480.0,26.0,0.05,-100.0
"Intra-Cellular Therapies, Inc.",0001567514,,2012-08-01,2013-09-18,NJ,BEDMINSTER,2834,no_ticker,,,,,,,,,,,,,,,,
"IO Biotech, Inc.",0001865494,IOBT,2014-12-01,2021-10-15,G7,COPENHAGEN,2834,trading,0.2764,19886660,NMS,,,,1552,2021-11-05,15.65,2026-02-04,0.28,2021-11-05,15.65,0.0,0.21,-98.2
Iterum Therapeutics plc,0001659323,ITRM,2015-06-01,2018-05-01,L2,DUBLIN 1,2834,trading,0.3026,16126031,NCM,,,,2812,2018-05-25,192.75,2026-02-04,0.3,2018-05-25,192.75,0.0,0.29,-99.8
"IVERIC bio, Inc.",0001410939,,2007-01-01,2013-08-15,NJ,PARSIPPANY,2834,no_ticker,,,,,,,,,,,,,,,,
"Jade Biosciences, Inc.",0001798749,JBIO,2018-01-01,2021-06-09,MA,WALTHAM,2834,trading,16.285,803083968,NCM,,,,1680,2021-06-30,778.61,2026-02-04,16.28,2024-04-01,1048.71,34.7,6.76,-97.9
"Jaguar Health, Inc.",0001585608,JAGX,2013-06-01,2016-01-07,CA,SAN FRANCISCO,2834,trading,0.6128,2558953,NCM,,,,3921,2015-05-12,2480624896.0,2026-02-04,0.61,2015-05-15,2484168704.0,0.1,0.61,-100.0
"Janux Therapeutics, Inc.",0001817713,JANX,2017-06-01,2021-05-19,CA,SAN DIEGO,2834,trading,13.61,818611648,NGM,,,,1699,2021-06-11,25.15,2026-02-04,13.62,2024-12-04,66.83,165.7,5.85,-45.8
Jiaheng Ruiji International Trade Co Inc.,0002095139,,2025-07-11,2025-11-20,,BEIJING CITY,2834,no_ticker,,,,,,,,,,,,,,,,
"Jiangbo Pharmaceuticals, Inc.",0001091164,,2001-08-15,2008-07-14,F4,"LAIYANG CITY, YANTAI, SHANDONG",2834,no_ticker,,,,,,,,,,,,,,,,
"JUPITER NEUROSCIENCES, INC.",0001679628,JUNS,2016-01-01,2021-10-12,FL,JUPITER,2834,trading,0.5399,18586790,NCM,,,,428,2024-12-03,5.49,2026-02-04,0.54,2024-12-12,15.37,180.0,0.53,-90.2
K-V Pharmaceutical Co,0000057055,,2009-01-01,2011-05-06,MO,CHESTERFIELD,2834,no_ticker,,,,,,,,,,,,,,,,
"Kadmon Holdings, Inc.",0001557142,,2000-04-01,2016-06-10,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
"Kairos Pharma, LTD.",0001962011,KAPA,2013-06-17,2023-09-29,CA,LOS ANGELES,2834,trading,0.6695,13887950,ASE,,,,506,2024-09-16,2.6,2026-02-04,0.67,2024-09-16,2.6,0.0,0.45,-74.2
"KalVista Pharmaceuticals, Inc.",0001348911,KALV,2004-03-01,2014-12-29,MA,FRAMINGHAM,2834,trading,14.835,749854272,NGM,,,,3954,2015-04-09,77.84,2026-02-04,14.84,2015-06-08,126.56,62.6,4.2,-80.9
"Kindred Biosciences, Inc.",0001561743,,2012-09-25,2013-11-08,CA,BURLINGAME,2834,no_ticker,,,,,,,,,,,,,,,,
"KINETA, INC./DE",0001445283,,2006-12-13,2015-12-23,WA,MERCER ISLAND,2834,no_ticker,,,,,,,,,,,,,,,,
"Kiniksa Pharmaceuticals International, plc",0001730430,KNSA,2015-07-01,2018-04-27,,LONDON,2834,trading,43.48,3295599616,NMS,,,,2812,2018-05-25,19.41,2026-02-04,43.48,2026-02-03,44.96,131.6,5.24,124.0
Kinnate Biopharma Inc.,0001797768,,2018-01-01,2020-11-13,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
KOLLTAN PHARMACEUTICALS INC,0001442835,,2007-11-01,2014-09-12,CT,NEW HAVEN,2834,no_ticker,,,,,,,,,,,,,,,,
"Korro Bio, Inc.",0001703647,KRRO,2014-11-01,2019-09-06,MA,CAMBRIDGE,2834,trading,12.44,117151144,NCM,,,,2316,2019-10-03,685.0,2026-02-04,12.44,2021-02-19,2750.5,301.5,5.28,-98.2
"Kronos Bio, Inc.",0001741830,,2017-06-01,2020-09-18,CA,SAN MATEO,2834,no_ticker,,,,,,,,,,,,,,,,
KUBOTA PHARMACEUTICAL HOLDINGS CO LTD,0001400482,,2002-04-01,2013-12-17,M0,TOKYO,2834,no_ticker,,,,,,,,,,,,,,,,
"Kura Oncology, Inc.",0001422143,KURA,2007-11-01,2015-04-17,CA,SAN DIEGO,2834,trading,8.11,705712064,NMS,,,,3794,2015-09-16,15.0,2026-02-04,8.11,2020-12-11,41.62,177.5,2.57,-45.9
"Kuvatris Therapeutics, Inc.",0001811623,,2003-01-01,2020-07-02,NY,TARRYTOWN,2834,no_ticker,,,,,,,,,,,,,,,,
KYTHERA BIOPHARMACEUTICALS INC,0001436304,,2004-06-01,2012-05-17,CA,CALABASAS,2834,no_ticker,,,,,,,,,,,,,,,,
Lakewood-Amedex Biotherapeutics Inc.,0002079272,,2008-01-01,2026-01-09,FL,UNIVERSITY PARK,2834,no_ticker,,,,,,,,,,,,,,,,
"Landos Biopharma, Inc.",0001785345,,2017-01-01,2021-01-13,VA,BLACKSBURG,2834,no_ticker,,,,,,,,,,,,,,,,
Lantern Pharma Inc.,0001763950,LTRN,2013-11-01,2020-04-16,TX,DALLAS,2834,trading,2.96,33105892,NCM,,,,2064,2020-06-11,14.95,2026-02-04,2.96,2021-03-17,21.92,46.6,2.48,-80.2
"Larimar Therapeutics, Inc.",0001374690,LRMR,2005-11-01,2014-04-18,PA,BALA CYNWYD,2834,trading,3.375,288867584,NGM,,,,4248,2014-06-19,237.0,2026-02-04,3.38,2015-03-19,616.08,159.9,1.53,-98.6
Lexaria Bioscience Corp.,0001348362,LEXX,2004-12-09,2011-07-21,A1,KELOWNA,2834,trading,0.72,17918962,NCM,,,,1849,2021-01-12,4.48,2026-02-04,0.72,2021-07-21,8.44,88.4,0.53,-83.9
LianBio,0001831283,LIANY,2018-01-01,2021-10-01,NJ,PRINCETON,2834,trading,0.0931,10159650,PNK,,,,1556,2021-11-01,-0.01,2026-02-04,0.09,2025-12-03,0.11,-1339.5,-0.01,-1178.5
"Life Science Holdings, Inc.",0001874816,,2010-12-28,2021-09-28,MN,MINNEAPOLIS,2834,no_ticker,,,,,,,,,,,,,,,,
Light Sciences Oncology Inc,0001342272,,2004-12-01,2006-04-21,WA,BELLEVUE,2834,no_ticker,,,,,,,,,,,,,,,,
LIPELLA PHARMACEUTICALS INC.,0001347242,LIPO,2018-03-01,2022-07-29,PA,PITTSBURGH,2834,trading,0.21,970375,PNK,,,,1142,2022-12-19,46.0,2026-02-03,0.21,2022-12-19,46.0,0.0,0.17,-99.5
Lipocine Inc.,0001535955,LPCN,2011-10-13,2011-11-30,X1,SALT LAKE CITY,2834,trading,8.13,45137200,NCM,,,,4488,2013-10-22,170.0,2026-02-04,8.13,2015-09-08,315.18,85.4,2.36,-95.2
"Lirum Therapeutics, Inc.",0001965411,,2021-01-01,2024-03-11,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
"Lite Strategy, Inc.",0001262104,LITS,2000-12-01,2012-02-21,CA,SAN DIEGO,2834,trading,1.0996,40449220,NCM,,,,8084,2003-12-18,6991.07,2026-02-04,1.1,2004-02-11,11903.46,70.3,1.1,-100.0
"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",0001335105,LIXT,2015-01-01,2020-09-03,FL,BOCA RATON,2834,trading,3.16,27501724,NCM,,,,6677,2007-10-25,66.0,2026-02-04,3.16,2019-08-26,81.0,22.7,0.71,-95.2
"Lomond Therapeutics Holdings, Inc.",0001900520,,2020-01-22,2024-11-27,DE,DOVER,2834,no_ticker,,,,,,,,,,,,,,,,
"Longboard Pharmaceuticals, Inc.",0001832168,,2020-01-01,2021-02-19,CA,LA JOLLA,2834,no_ticker,,,,,,,,,,,,,,,,
Longeveron Inc.,0001721484,LGVN,2014-01-01,2021-01-19,FL,MIAMI,2834,trading,0.5329,11368291,NCM,,,,1818,2021-02-12,74.1,2026-02-04,0.53,2021-11-24,423.0,470.9,0.5,-99.3
"Lotus Pharmaceuticals, Inc.",0001292087,,2000-06-21,2008-05-13,F4,BEIJING,2834,no_ticker,,,,,,,,,,,,,,,,
"Loxo Oncology, Inc.",0001581720,,2013-05-01,2014-06-30,CT,STAMFORD,2834,no_ticker,,,,,,,,,,,,,,,,
Luckwel Pharmaceuticals Inc.,0001567098,,2013-01-02,2013-04-12,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Lucy Scientific Discovery, Inc.",0001865127,,2017-01-01,2022-01-21,A1,VICTORIA,2834,no_ticker,,,,,,,,,,,,,,,,
"Lumena Pharmaceuticals, Inc.",0001513157,,2011-01-01,2014-04-02,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
Lunai Bioworks Inc.,0001527728,LNAI,2011-01-01,2014-02-14,CA,SUITE 906 LOS ANGELES,2834,trading,0.681,15957459,NCM,,,,2919,2018-02-07,59.0,2026-02-04,0.68,2021-11-30,125.5,112.7,0.68,-98.8
"Lyell Immunopharma, Inc.",0001806952,LYEL,2018-06-01,2021-05-25,CA,SOUTH SAN FRANCISCO,2834,trading,24.035,510598432,NMS,,,,1693,2021-06-17,337.8,2026-02-04,24.03,2021-09-10,359.0,6.3,7.8,-92.9
MACROGENICS INC,0001125345,MGNX,2000-01-01,2013-09-04,MD,Rockville,2834,trading,1.715,108488384,NMS,,,,4500,2013-10-10,24.99,2026-02-04,1.72,2014-01-17,40.21,60.9,1.06,-93.1
"MAIA Biotechnology, Inc.",0001878313,MAIA,2018-08-01,2022-04-11,IL,CHICAGO,2834,trading,2.05,75916232,ASE,,,,1287,2022-07-28,4.46,2026-02-04,2.05,2022-08-01,7.8,74.9,0.83,-54.0
"MAP Pharmaceuticals, Inc.",0001401923,,2003-07-01,2007-06-18,CA,MOUNTAIN VIEW,2834,no_ticker,,,,,,,,,,,,,,,,
"MapLight Therapeutics, Inc.",0001770069,MPLT,2018-11-01,2025-09-19,CA,REDWOOD CITY,2834,trading,16.43,745478912,NMS,,,,100,2025-10-27,18.34,2026-02-04,16.43,2025-12-15,21.08,14.9,12.81,-10.4
"MARAVAI LIFESCIENCES HOLDINGS, INC.",0001823239,MRVI,2020-08-01,2020-10-29,CA,SAN DIEGO,2834,trading,3.19,1168787072,NMS,,,,1902,2020-11-20,29.85,2026-02-04,3.19,2021-08-20,60.62,103.1,1.72,-89.3
"MARINUS PHARMACEUTICALS, INC.",0001267813,,2003-08-01,2014-05-12,PA,RADNOR,2834,no_ticker,,,,,,,,,,,,,,,,
"Matinas BioPharma Holdings, Inc.",0001582554,MTNB,2011-08-12,2014-01-21,NJ,BEDMINSTER,2834,trading,0.6324,4051275,ASE,,,,4216,2014-07-21,65.0,2026-02-04,0.63,2017-03-06,194.0,198.5,0.51,-99.0
"MBX Biosciences, Inc.",0001776111,MBX,2018-08-01,2024-08-23,IN,CARMEL,2834,trading,38.925,1747822208,NMS,,,,509,2024-09-13,23.65,2026-02-04,38.92,2026-01-20,43.14,82.4,5.79,64.6
"MED-X, INC.",0001620704,,2014-02-01,2022-09-08,CA,CANOGA PARK,2834,no_ticker,,,,,,,,,,,,,,,,
"MedGen, Inc.",0001045707,,2015-09-03,2020-10-23,A2,WINNNIPEG,2834,no_ticker,,,,,,,,,,,,,,,,
MEDICINOVA INC,0001226616,MNOV,2000-09-01,2004-10-01,CA,LA JOLLA,2834,trading,1.655,81337040,NGM,,,,6998,2006-12-08,12.1,2026-02-04,1.65,2006-12-28,14.28,18.0,1.13,-86.3
Medicus Pharma Ltd.,0001997296,MDCX,2023-10-12,2025-05-27,PA,W. CONSHOHOCKEN,2834,trading,1.175,29424402,NCM,,,,447,2024-11-14,2.65,2026-02-04,1.17,2025-05-19,7.78,193.6,1.17,-55.7
"MELINTA THERAPEUTICS, INC. /NEW/",0001461993,,2010-01-01,2011-10-12,NJ,MORRISTOWN,2834,no_ticker,,,,,,,,,,,,,,,,
"Melt Pharmaceuticals, Inc.",0001767398,,2018-04-01,2022-09-21,TN,BRENTWOOD,2834,no_ticker,,,,,,,,,,,,,,,,
MERRIMACK PHARMACEUTICALS INC,0001274792,,2010-10-01,2011-07-08,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Mersana Therapeutics, Inc.",0001442836,,2002-02-01,2017-06-01,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Metacrine, Inc.",0001634379,,2014-09-01,2020-08-24,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"MetaStat, Inc.",0001404943,,2007-03-28,2015-04-10,MA,BOSTON,2834,no_ticker,,,,,,,,,,,,,,,,
"Metsera, Inc.",0002040807,MTSR,2022-06-01,2025-01-10,NY,NEW YORK,2834,trading,70.5,7429021696,NMS,,,,0,2025-11-13,70.5,2025-11-13,70.5,2025-11-13,70.5,0.0,70.5,0.0
"MICROLIN BIO, INC.",0001590930,,2013-07-01,2014-01-10,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
Milestone Pharmaceuticals Inc.,0001408443,MIST,2003-01-01,2019-04-12,A8,MONTREAL,2834,trading,1.89,160970064,NMS,,,,2463,2019-05-09,15.37,2026-02-04,1.89,2019-06-28,27.15,76.6,0.65,-87.7
"Mineralys Therapeutics, Inc.",0001933414,MLYS,2019-01-01,2023-01-18,PA,RADNOR,2834,trading,31.215,2470353664,NMS,,,,1090,2023-02-10,18.44,2026-02-04,31.22,2025-11-12,47.33,156.7,5.96,69.3
"Minerva Neurosciences, Inc.",0001598646,NERV,2007-01-01,2014-04-09,MA,BURLINGTON,2834,trading,4.5415,196530688,NCM,,,,4236,2014-07-01,48.4,2026-02-04,4.54,2020-05-26,117.6,143.0,1.34,-90.6
"MIRA PHARMACEUTICALS, INC.",0001904286,MIRA,2020-09-01,2023-06-29,FL,MIAMI,2834,trading,1.1702,49003396,NCM,,,,916,2023-08-03,7.42,2026-02-04,1.17,2023-08-03,7.42,0.0,0.54,-84.2
"Mirum Pharmaceuticals, Inc.",0001759425,MIRM,2018-05-01,2019-06-21,CA,FOSTER CITY,2834,trading,102.585,6142785536,NGM,,,,2393,2019-07-18,13.21,2026-02-04,102.58,2026-02-03,105.45,698.3,6.84,676.6
"MIX 1 LIFE, INC.",0001501112,,2009-06-10,2010-10-22,AZ,SCOTTSDALE,2834,no_ticker,,,,,,,,,,,,,,,,
"Modern Mobility Aids, Inc.",0001497165,,2007-12-19,2010-08-23,A6,TORONTO,2834,no_ticker,,,,,,,,,,,,,,,,
"Moleculin Biotech, Inc.",0001659617,MBRX,2015-07-01,2016-02-01,TX,HOUSTON,2834,trading,4.035,12424689,NCM,,,,3534,2016-06-02,18000.0,2026-02-04,4.03,2016-06-03,20025.0,11.2,3.31,-100.0
Monopar Therapeutics,0001645469,MNPR,2015-12-16,2019-08-15,IL,WILMETTE,2834,trading,63.71,425747424,NCM,,,,2239,2019-12-19,132.5,2026-02-04,63.71,2019-12-20,135.0,1.9,1.45,-51.9
MoonLake Immunotherapeutics,0001821586,MLTX,2020-08-13,2020-10-01,V8,ZUG,2834,trading,15.01,1063419520,NCM,,,,1933,2020-10-20,10.49,2026-02-04,15.01,2024-02-12,63.86,508.8,4.69,43.1
"Morphic Holding, Inc.",0001679363,,2014-01-01,2019-05-30,MA,WALTHAM,2834,no_ticker,,,,,,,,,,,,,,,,
MultiVir Inc.,0001613490,,2009-01-01,2015-03-30,TX,HOUSTON,2834,no_ticker,,,,,,,,,,,,,,,,
"MyoKardia, Inc.",0001552451,,2012-06-01,2015-09-28,CA,BRISBANE,2834,no_ticker,,,,,,,,,,,,,,,,
Myovant Sciences Ltd.,0001679082,,2016-02-01,2016-09-30,X0,LONDON,2834,no_ticker,,,,,,,,,,,,,,,,
NANOMIX Corp,0001473579,,2009-08-24,2010-02-08,MA,LAWRENCE,2834,no_ticker,,,,,,,,,,,,,,,,
"NANOVIRICIDES, INC.",0001379006,NNVC,2005-05-01,2019-09-27,CT,SHELTON,2834,trading,0.9,19411586,ASE,,,,7406,2005-10-26,35.0,2026-02-04,0.9,2006-03-20,245.0,600.0,0.9,-97.4
Nascent Biotech Inc.,0001622057,,2014-03-03,2019-09-19,FL,NORTH PALM BEACH,2834,no_ticker,,,,,,,,,,,,,,,,
"NEONC TECHNOLOGIES HOLDINGS, INC.",0001979414,NTHI,2005-04-13,2023-12-18,CA,CALABASAS,2834,trading,9.4793,227226320,NGM,,,,315,2025-03-26,12.11,2026-02-04,9.48,2025-03-28,16.55,36.7,3.35,-21.7
"Neos Therapeutics, Inc.",0001467652,,2007-01-01,2015-06-19,TX,GRAND PRAIRIE,2834,no_ticker,,,,,,,,,,,,,,,,
"NeuBase Therapeutics, Inc.",0001173281,,2009-08-04,2023-07-28,PA,PITTSBURGH,2834,no_ticker,,,,,,,,,,,,,,,,
Neurogene Inc.,0001404644,NGNE,2003-12-01,2014-01-28,NY,NEW YORK,2834,trading,17.42,269832320,NGM,,,,4352,2014-03-07,239.0,2026-02-04,17.42,2015-08-14,442.6,85.2,7.34,-92.7
NeurogesX Inc,0001385830,,2000-01-01,2007-02-07,CA,SAN MATEO,2834,no_ticker,,,,,,,,,,,,,,,,
"NEUROPATHIX, INC.",0001615999,,2013-03-25,2014-08-21,PA,DOYLESTOWN,2834,no_ticker,,,,,,,,,,,,,,,,
"Neurotrope, Inc.",0001513856,,2011-01-11,2011-03-07,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
"NexImmune, Inc.",0001538210,NEXI,2011-06-01,2021-01-19,MD,GAITHERSBURG,2834,trading,0.0001,139,PNK,,,,1817,2021-02-12,633.25,2026-02-03,0.0,2021-02-26,647.75,2.3,0.0,-100.0
"NextCure, Inc.",0001661059,NXTC,2015-09-01,2019-04-12,MD,BELTSVILLE,2834,trading,11.4,39964080,NMS,,,,2463,2019-05-09,238.8,2026-02-04,11.4,2019-11-05,1106.64,363.4,3.24,-95.2
NEXUS BIOPHARMA INC,0001424151,,2007-07-17,2008-04-24,TX,HOUSTON,2834,no_ticker,,,,,,,,,,,,,,,,
Nexvet Biopharma plc,0001618561,,2010-02-01,2014-12-30,L2,"TULLAMORE , CO. OFFALY",2834,no_ticker,,,,,,,,,,,,,,,,
NGM BIOPHARMACEUTICALS INC,0001426332,,2007-12-01,2018-09-28,CA,SOUTH SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
"Nkarta, Inc.",0001787400,NKTX,2015-07-01,2020-06-19,CA,SOUTH SAN FRANCISCO,2834,trading,2.055,145965648,NMS,,,,2035,2020-07-10,47.9,2026-02-04,2.06,2020-12-23,75.62,57.9,1.31,-95.7
"Notable Labs, Ltd.",0001603207,,2014-06-01,2024-06-20,CA,FOSTER CITY,2834,no_ticker,,,,,,,,,,,,,,,,
"NRX Pharmaceuticals, Inc.",0001719406,NRXP,2017-09-18,2017-10-13,DE,WILMINGTON,2834,trading,1.89,55953732,NCM,,,,2984,2017-12-04,96.0,2026-02-04,1.89,2021-02-02,627.1,553.2,1.16,-98.0
NUPATHE INC.,0001375200,,2005-01-01,2010-05-14,PA,MALVERN,2834,no_ticker,,,,,,,,,,,,,,,,
"Nurix Therapeutics, Inc.",0001549595,NRIX,2009-01-01,2020-07-02,CA,BRISBANE,2834,trading,16.425,1689196288,NGM,,,,2021,2020-07-24,19.01,2026-02-04,16.42,2021-01-19,50.17,163.9,4.25,-13.6
"Nuvalent, Inc.",0001861560,NUVL,2017-01-01,2021-07-07,MA,CAMBRIDGE,2834,trading,104.835,7622208000,NMS,,,,1651,2021-07-29,18.75,2026-02-04,104.83,2024-09-16,112.17,498.2,7.4,459.1
Nuvation Bio Inc.,0001811063,NUVB,2020-04-01,2020-06-12,NY,NEW YORK,2834,trading,5.645,1935294720,NYQ,,,,1988,2020-08-26,9.7,2026-02-04,5.64,2021-03-19,14.57,50.2,0.96,-41.8
"Nuvectis Pharma, Inc.",0001875558,NVCT,2020-01-01,2021-10-06,NJ,FORT LEE,2834,trading,8.3,212603648,NCM,,,,1461,2022-02-04,3.25,2026-02-04,8.3,2022-05-17,20.44,528.9,3.25,155.4
"NVN Liquidation, Inc.",0001467154,,2006-01-01,2016-08-24,NC,PITTSBORO,2834,no_ticker,,,,,,,,,,,,,,,,
"Obagi Medical Products, Inc.",0001375247,,2005-01-01,2006-09-13,CA,LONG BEACH,2834,no_ticker,,,,,,,,,,,,,,,,
"Ocata Therapeutics, Inc.",0001140098,,2008-01-01,2009-10-13,MA,MARLBOROUGH,2834,no_ticker,,,,,,,,,,,,,,,,
"Ocean Biomedical Holdings, Inc.",0001836612,,2021-02-01,2021-06-09,RI,PROVIDENCE,2834,no_ticker,,,,,,,,,,,,,,,,
"Ocean Biomedical, Inc.",0001869974,OCEA,2021-06-01,2021-07-19,NY,NEW YORK,2834,trading,0.001,232365,PNK,,,,1084,2023-02-15,6.03,2026-02-03,0.0,2023-02-23,10.8,79.1,0.0,-100.0
"OCULAR THERAPEUTIX, INC",0001393434,OCUL,2014-01-01,2014-06-20,MA,BEDFORD,2834,trading,8.65,1842860544,NGM,,,,4212,2014-07-25,13.15,2026-02-04,8.65,2015-03-24,43.27,229.0,2.08,-34.2
"Odonate Therapeutics, Inc.",0001717452,,2013-03-01,2017-11-13,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
Old API Wind-down Ltd.,0001660719,,2015-05-01,2015-12-31,A1,VANCOUVER,2834,no_ticker,,,,,,,,,,,,,,,,
"Omthera Pharmaceuticals, Inc.",0001477598,,2008-11-01,2013-03-11,NJ,NEW JERSEY,2834,no_ticker,,,,,,,,,,,,,,,,
"Oncolix, Inc.",0001584137,,2013-06-01,2013-11-19,TX,HOUSTON,2834,no_ticker,,,,,,,,,,,,,,,,
OncoMed Pharmaceuticals Inc,0001302573,,2004-07-01,2012-05-11,CA,REDWOOD CITY,2834,no_ticker,,,,,,,,,,,,,,,,
"Onconetix, Inc.",0001782107,ONCO,2018-10-01,2021-10-08,OH,CINCINNATI,2834,trading,1.515,2355849,NCM,,,,1447,2022-02-18,195160.0,2026-02-04,1.51,2022-03-15,230860.0,18.3,1.41,-100.0
"Oncorus, Inc.",0001671818,,2015-01-01,2020-09-11,MA,ANDOVER,2834,no_ticker,,,,,,,,,,,,,,,,
"One World Products, Inc.",0001622244,OWPC,2014-09-02,2014-11-24,NV,LAS VEGAS,2834,trading,0.01,1201087,OQB,,,,2638,2018-11-15,2.04,2026-02-04,0.01,2019-03-13,4.1,101.0,0.01,-99.5
"OnKure Therapeutics, Inc.",0001637715,OKUR,2014-01-01,2021-03-19,CO,BOULDER,2834,trading,2.28,30889896,NGM,,,,1763,2021-04-08,150.0,2026-02-04,2.28,2021-04-08,150.0,0.0,1.83,-98.5
"OPIANT PHARMACEUTICALS, INC.",0001385508,,2005-06-21,2016-04-04,CA,SANTA MONICA,2834,no_ticker,,,,,,,,,,,,,,,,
"Optec International, Inc.",0001557340,,2012-06-22,2014-09-29,CA,CARLSBAD,2834,no_ticker,,,,,,,,,,,,,,,,
"OptiNose, Inc.",0001494650,,2010-05-01,2017-09-18,PA,YARDLEY,2834,no_ticker,,,,,,,,,,,,,,,,
Option Therapeutics Inc.,0002070577,,2025-05-01,2026-01-26,NV,CARSON CITY,2834,no_ticker,,,,,,,,,,,,,,,,
"Or-Ion Products, Inc.",0001452419,,2008-07-09,2008-12-17,TX,IRVING,2834,no_ticker,,,,,,,,,,,,,,,,
ORAMED PHARMACEUTICALS INC.,0001176309,ORMP,2002-04-12,2010-01-11,NY,NEW YORK,2834,trading,3.41,135882480,NCM,,,,6854,2007-05-01,7.38,2026-02-04,3.41,2021-11-08,27.73,275.6,1.59,-53.8
"Orexigen Therapeutics, Inc.",0001382911,,2002-09-01,2006-12-19,CA,LA JOLLA,2834,no_ticker,,,,,,,,,,,,,,,,
Orgenesis Inc.,0001460602,ORGS,2008-06-05,2009-04-02,MD,GERMANTOWN,2834,trading,0.6,3102784,PNK,,,,5075,2012-03-13,180.0,2026-02-03,0.6,2012-03-15,198.0,10.0,0.02,-99.7
"Oric Pharmaceuticals, Inc.",0001796280,ORIC,2014-08-01,2020-02-28,CA,SOUTH SAN FRANCISCO,2834,trading,10.48,1020639616,NMS,,,,2112,2020-04-24,25.77,2026-02-04,10.48,2020-12-24,39.8,54.4,2.44,-59.3
"Osteologix, Inc.",0001278129,,2003-01-01,2008-05-16,VA,GLEN ALLEN,2834,no_ticker,,,,,,,,,,,,,,,,
"OTONOMY, INC.",0001493566,,2008-01-01,2014-07-11,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
OTR Acquisition Corp.,0001821318,,2020-07-23,2020-08-18,FL,MIAMI,2834,no_ticker,,,,,,,,,,,,,,,,
"Oxeia Biopharmaceuticals, Inc.",0001610315,,2014-03-19,2022-04-14,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"PALVELLA THERAPEUTICS, INC.",0001583648,PVLA,2013-05-24,2013-08-20,PA,WAYNE,2834,trading,81.915,969586112,NCM,,,,4051,2015-01-02,220.0,2026-02-04,81.92,2018-02-13,756.0,243.6,6.53,-62.8
"Pandion Therapeutics, Inc.",0001807901,,2017-01-01,2020-06-26,MA,WATERTOWN,2834,no_ticker,,,,,,,,,,,,,,,,
"PAR PHARMACEUTICAL HOLDINGS, INC.",0001559149,,2012-07-12,2015-03-13,NY,CHESTNUT RIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"PARDES BIOSCIENCES, INC.",0001822711,,2011-01-01,2021-01-26,CA,CARLSBAD,2834,no_ticker,,,,,,,,,,,,,,,,
