name,cik,sic_code,sic_description,ticker,exchange,state,city,s1_filing_date,founding_date,founded_since_2000
"GELESIS HOLDINGS, INC.",0001805087,2834,Pharmaceutical Preparations,,,MA,BOSTON,2020-06-11,,
Gelesis Inc,0001385374,2834,Pharmaceutical Preparations,,,ma,boston,2015-04-01,2006-02-01,True
GENELUX Corp,0001231457,2834,Pharmaceutical Preparations,GNLX,Nasdaq,CA,WESTLAKE VILLAGE,2022-06-24,2001-09-01,True
Generation Bio Co.,0001733294,2834,Pharmaceutical Preparations,GBIO,Nasdaq,MA,CAMBRIDGE,2020-05-22,,
GENEREX BIOTECHNOLOGY CORP,0001059784,2834,Pharmaceutical Preparations,,,FL,MIRAMAR,1999-07-12,,
"Genprex, Inc.",0001595248,2834,Pharmaceutical Preparations,GNPX,Nasdaq,TX,AUSTIN,2017-07-21,2009-04-01,True
GENVEC INC,0000934473,2834,Pharmaceutical Preparations,,,MD,GAITHERSBURG,1998-04-30,,
"GeoVax Labs, Inc.",0000832489,2834,Pharmaceutical Preparations,GOVX,Nasdaq,GA,SMYRNA,2008-06-06,,
"Global Blood Therapeutics, Inc.",0001629137,2834,Pharmaceutical Preparations,,,CA,SOUTH SAN FRANCISCO,2015-07-08,2011-02-01,True
Global Future City Holding Inc.,0001164964,2834,Pharmaceutical Preparations,,,CA,IRVINE,2015-05-08,,
GLOBAL GREEN INC.,0001522724,2834,Pharmaceutical Preparations,,,FL,TALLAHASSEE,2011-06-10,2004-07-12,True
GLOBEIMMUNE INC,0001245104,2834,Pharmaceutical Preparations,,,CO,LOUISVILLE,2012-07-02,,
GlobeStar Therapeutics Corp,0001502152,2834,Pharmaceutical Preparations,,,WA,RICHLAND,2010-11-03,2010-09-16,True
"Gossamer Bio, Inc.",0001728117,2834,Pharmaceutical Preparations,GOSS,Nasdaq,CA,SAN DIEGO,2018-12-21,2015-10-01,True
"Greater Cannabis Company, Inc.",0001695473,2834,Pharmaceutical Preparations,GCAN,,MD,BALTIMORE,2017-06-20,2014-03-01,True
"Greenwich LifeSciences, Inc.",0001799788,2834,Pharmaceutical Preparations,GLSI,Nasdaq,TX,STAFFORD,2020-05-29,1991-01-01,False
"GRI Bio, Inc.",0001824293,2834,Pharmaceutical Preparations,GRI,Nasdaq,CA,LA JOLLA,2020-10-23,,
GridAI Technologies Corp.,0001604191,2834,Pharmaceutical Preparations,GRDX,Nasdaq,FL,BOCA RATON,2016-07-13,2008-10-01,True
"GT Biopharma, Inc.",0000109657,2834,Pharmaceutical Preparations,GTBP,Nasdaq,CA,SAN FRANCISCO,2016-08-24,,
"Guardion Health Sciences, Inc.",0001642375,2834,Pharmaceutical Preparations,,,TX,HOUSTON,2016-02-11,2009-12-01,True
"GYRE THERAPEUTICS, INC.",0001124105,2834,Pharmaceutical Preparations,GYRE,Nasdaq,CA,SAN DIEGO,2017-03-13,,
"Harmony Biosciences Holdings, Inc.",0001802665,2834,Pharmaceutical Preparations,HRMY,Nasdaq,PA,PLYMOUTH MEETING,2020-07-27,2017-05-01,True
"HARROW, INC.",0001360214,2834,Pharmaceutical Preparations,HROW,Nasdaq,TN,NASHVILLE,2012-07-25,2006-01-01,True
HCW Biologics Inc.,0001828673,2834,Pharmaceutical Preparations,HCWB,Nasdaq,FL,MIRAMAR,2021-05-26,2018-04-01,True
"Health-Right Discoveries, Inc.",0001537663,2834,Pharmaceutical Preparations,,,FL,AVENTURA,2015-09-09,,
"Healthcare Royalty, Inc.",0001859651,2834,Pharmaceutical Preparations,,,CT,STAMFORD,2021-07-01,2006-01-01,True
HELICOS BIOSCIENCES CORP,0001274563,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2007-02-28,2003-05-01,True
Hemoglobin Oxygen Therapeutics LLC,0001615647,2834,Pharmaceutical Preparations,,,PA,SOUDERTON,2022-04-26,2014-02-01,True
"Hepion Pharmaceuticals, Inc.",0001583771,2834,Pharmaceutical Preparations,HEPA,OTC,NJ,EDISON,2014-05-12,,
"HERON THERAPEUTICS, INC. /DE/",0000818033,2834,Pharmaceutical Preparations,HRTX,Nasdaq,CA,SAN DIEGO,2011-05-18,,
HIGH PERFORMANCE BEVERAGES CO.,0001504222,2834,Pharmaceutical Preparations,,,AZ,CAVE CREEK,2010-11-05,,
Histogen Inc.,0001383701,2834,Pharmaceutical Preparations,,,CA,San Diego,2013-06-14,,
HOOKIPA Pharma Inc.,0001760542,2834,Pharmaceutical Preparations,HOOK,OTC,NY,NEW YORK,2019-03-22,1998-01-01,False
HORIZON PHARMACEUTICAL LLC,0001070698,2834,Pharmaceutical Preparations,,,CA,NOVATO,2010-04-23,1972-01-01,False
"Hoth Therapeutics, Inc.",0001711786,2834,Pharmaceutical Preparations,HOTH,Nasdaq,NY,NEW YORK,2018-10-10,2017-05-01,True
"Hoverink Biotechnologies, Inc.",0001586494,2834,Pharmaceutical Preparations,,,CA,LOS ANGELES,2015-09-08,2013-07-01,True
HUMAN LIFE SCIENCE HOLDING CORP.,0001425640,2834,Pharmaceutical Preparations,,,F4,BEIJING,2008-02-08,,
"HUMANIGEN, INC",0001293310,2834,Pharmaceutical Preparations,,,NJ,SHORT HILLS,2012-10-05,,
"HYPERION DEFI, INC.",0001682639,2834,Pharmaceutical Preparations,HYPD,Nasdaq,NY,NEW YORK,2017-12-19,,
HYPERION THERAPEUTICS INC,0001386858,2834,Pharmaceutical Preparations,,,CA,BRISBANE,2012-04-13,2000-01-01,True
HypGen Inc,0001653629,2834,Pharmaceutical Preparations,,,CA,CENTURY CITY,2015-10-13,2015-03-26,True
"IASO BioMed, Inc.",0001662907,2834,Pharmaceutical Preparations,,,CO,CENTENNIAL,2016-12-14,2015-03-11,True
IASO PHARMA INC,0001422702,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2010-04-15,2006-10-01,True
"iBio, Inc.",0001420720,2834,Pharmaceutical Preparations,IBIO,Nasdaq,NY,NEW YORK,2009-04-24,1993-04-15,False
ICAGEN INC,0000902622,2834,Pharmaceutical Preparations,,,NC,DURHAM,2004-04-08,1992-11-01,False
"IDEAYA Biosciences, Inc.",0001676725,2834,Pharmaceutical Preparations,IDYA,Nasdaq,CA,SOUTH SAN FRANCISCO,2019-04-26,2015-06-01,True
IDENIX PHARMACEUTICALS INC,0001093649,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2002-04-12,,
"IDM PHARMA, INC.",0000822206,2834,Pharmaceutical Preparations,,,CA,IRVINE,2002-10-24,,
IDT INC,0000940487,2834,Pharmaceutical Preparations,,,PA,PITTSBURGH,1999-08-17,,
"IGC Pharma, Inc.",0001326205,2834,Pharmaceutical Preparations,IGC,NYSE,MD,POTOMAC,2005-05-13,,
"IGM Biosciences, Inc.",0001496323,2834,Pharmaceutical Preparations,,,CA,MOUNTAIN VIEW,2019-08-19,1993-08-01,False
"Ignyta, Inc.",0001557421,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2012-09-13,2012-08-21,True
"IKARIA, INC.",0001396990,2834,Pharmaceutical Preparations,,,NJ,CLINTON,2010-05-13,1998-07-01,False
il2m INTERNATIONAL CORP.,0001520512,2834,Pharmaceutical Preparations,,,CA,BURBANK,2011-08-31,2010-06-01,True
"Imago BioSciences, Inc.",0001623715,2834,Pharmaceutical Preparations,,,CA,REDWOOD CITY,2021-06-25,2007-01-01,True
IMCOR PHARMACEUTICAL CO,0000761237,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2003-04-23,1996-09-10,False
IMMAGE BIOTHERAPEUTICS CORP.,0001564273,2834,Pharmaceutical Preparations,,,MD,BETHESDA,2012-12-10,2012-06-21,True
"Immix Biopharma, Inc.",0001873835,2834,Pharmaceutical Preparations,IMMX,Nasdaq,CA,LOS ANGELES,2021-09-17,2018-01-01,True
IMMUNE DESIGN CORP.,0001437786,2834,Pharmaceutical Preparations,,,WA,SEATTLE,2014-06-23,2008-02-01,True
IMMUNE PHARMACEUTICALS INC,0001208261,2834,Pharmaceutical Preparations,,,NJ,FORT LEE,2005-01-10,1993-03-01,False
Immuneering Corp,0001790340,2834,Pharmaceutical Preparations,IMRX,Nasdaq,MA,CAMBRIDGE,2021-07-09,2008-01-01,True
"IMMUNIC, INC.",0001280776,2834,Pharmaceutical Preparations,IMUX,Nasdaq,X1,NEW YORK,2013-10-11,2003-01-01,True
Immunome Inc.,0001472012,2834,Pharmaceutical Preparations,IMNM,Nasdaq,WA,BOTHELL,2020-09-09,,
IMMUSOL INC,0001017919,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,1996-07-03,,
IMPACT BIOMEDICAL INC.,0001834105,2834,Pharmaceutical Preparations,IBO,NYSE,TX,HOUSTON,2021-02-12,2018-10-01,True
"Imunon, Inc.",0000749647,2834,Pharmaceutical Preparations,IMNN,Nasdaq,NJ,LAWRENCEVILLE,2010-07-26,1982-01-01,False
Incannex Healthcare Inc.,0001873875,2834,Pharmaceutical Preparations,IXHL,Nasdaq,,NORWEST NSW,2024-07-03,2023-07-01,True
INCARA PHARMACEUTICALS CORP,0000936538,2834,Pharmaceutical Preparations,,,NC,RESEARCH TRIANGLE PK,2000-08-04,,
"Indaptus Therapeutics, Inc.",0001857044,2834,Pharmaceutical Preparations,INDP,Nasdaq,NY,NEW YORK,2021-09-24,2000-09-21,True
INERGETICS INC,0000072170,2834,Pharmaceutical Preparations,,,NJ,NEWARK,2014-08-01,2000-11-01,True
"Inhibitor Therapeutics, Inc.",0001042418,2834,Pharmaceutical Preparations,INTI,OTC,FL,TAMPA,2014-09-17,late 2011,
InMed Pharmaceuticals Inc.,0001728328,2834,Pharmaceutical Preparations,INM,Nasdaq,A1,VANCOUVER,2020-06-19,2014-01-01,True
Innovation1 Biotech Inc.,0001629205,2834,Pharmaceutical Preparations,,,NJ,ROCKAWAY,2015-04-13,,
INNOVATIVE DRUG DELIVERY SYSTEMS INC,0001126424,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2002-01-02,1999-04-01,False
"INNOVUS PHARMACEUTICALS, INC.",0001411879,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2012-08-08,2000-01-01,True
"Inozyme Pharma, Inc.",0001693011,2834,Pharmaceutical Preparations,,,MA,BOSTON,2020-07-02,,
"Inpellis, Inc.",0001638851,2834,Pharmaceutical Preparations,,,NJ,HADDONFIELD,2015-11-12,1972-01-01,False
INSITE VISION INC,0000802724,2834,Pharmaceutical Preparations,,,CA,ALAMEDA,2011-08-04,2007-05-02,True
INSPIRE PHARMACEUTICALS INC,0001040416,2834,Pharmaceutical Preparations,,,NC,DURHAM,2000-02-25,,
"INSYS THERAPEUTICS, INC.",0001409532,2834,Pharmaceutical Preparations,,,AZ,PHOENIX,2007-08-17,2002-10-01,True
"Insys Therapeutics, Inc.",0001516479,2834,Pharmaceutical Preparations,,,AZ,PHOENIX,2011-03-30,2002-10-01,True
"INTARCIA THERAPEUTICS, INC",0001086688,2834,Pharmaceutical Preparations,,,CA,HAYWARD,2000-11-03,1995-06-01,False
Intec Pharma Ltd.,0001638381,2834,Pharmaceutical Preparations,,,L3,JERUSALEM,2020-06-05,,
IntelGenx Technologies Corp.,0001098880,2834,Pharmaceutical Preparations,,,A8,SAINT LAURENT,2008-04-28,2003-06-15,True
"INTERCELL USA, INC.",0001125001,2834,Pharmaceutical Preparations,,,MD,GAITHERSBURG,2005-10-03,1997-05-01,False
International Stem Cell CORP,0001355790,2834,Pharmaceutical Preparations,ISCO,OTC,CA,SAN DIEGO,2009-07-31,2006-06-01,True
INTERPHARM HOLDINGS INC,0000893970,2834,Pharmaceutical Preparations,,,NY,HAUPPAGUE,1996-07-24,,
"Intra-Cellular Therapies, Inc.",0001567514,2834,Pharmaceutical Preparations,,,NJ,BEDMINSTER,2013-09-18,2012-08-01,True
INTROGEN THERAPEUTICS INC,0001018710,2834,Pharmaceutical Preparations,,,TX,AUSTIN,1996-09-03,,
"Invea Therapeutics, Inc",0001906425,2834,Pharmaceutical Preparations,INAI,,CT,GUILFORD,2023-10-20,,
"IO Biotech, Inc.",0001865494,2834,Pharmaceutical Preparations,IOBT,Nasdaq,G7,COPENHAGEN,2021-10-15,2014-12-01,True
IPI Legacy Liquidation Co,0001445499,2834,Pharmaceutical Preparations,,,WA,SEATTLE,2021-04-02,,
ISTA PHARMACEUTICALS INC,0000930553,2834,Pharmaceutical Preparations,,,CA,IRVINE,2000-04-05,,
Iterum Therapeutics plc,0001659323,2834,Pharmaceutical Preparations,ITRM,Nasdaq,L2,DUBLIN 1,2018-05-01,2015-06-01,True
"IVERIC bio, Inc.",0001410939,2834,Pharmaceutical Preparations,,,NJ,PARSIPPANY,2013-08-15,,
"Jade Biosciences, Inc.",0001798749,2834,Pharmaceutical Preparations,JBIO,Nasdaq,MA,WALTHAM,2021-06-09,,
"Jaguar Health, Inc.",0001585608,2834,Pharmaceutical Preparations,JAGX,Nasdaq,CA,SAN FRANCISCO,2016-01-07,2013-06-01,True
"Janux Therapeutics, Inc.",0001817713,2834,Pharmaceutical Preparations,JANX,Nasdaq,CA,SAN DIEGO,2021-05-19,2017-06-01,True
JENNER BIOTHERAPIES INC,0000907038,2834,Pharmaceutical Preparations,,,CA,SAN RAMON,1997-02-19,,
Jiaheng Ruiji International Trade Co Inc.,0002095139,2834,Pharmaceutical Preparations,,,,BEIJING CITY,2025-11-20,2025-07-11,True
"Jiangbo Pharmaceuticals, Inc.",0001091164,2834,Pharmaceutical Preparations,,,F4,"LAIYANG CITY, YANTAI, SHANDONG",2008-07-14,2001-08-15,True
Journey Medical Corp,0001867066,2834,Pharmaceutical Preparations,DERM,Nasdaq,AZ,SCOTTSDALE,2021-10-22,1994-01-01,False
JUNIPER PHARMACEUTICALS INC,0000821995,2834,Pharmaceutical Preparations,,,MA,BOSTON,1995-06-09,,
"JUPITER NEUROSCIENCES, INC.",0001679628,2834,Pharmaceutical Preparations,JUNS,Nasdaq,FL,JUPITER,2021-10-12,2016-01-01,True
K-V Pharmaceutical Co,0000057055,2834,Pharmaceutical Preparations,,,MO,CHESTERFIELD,2011-05-06,2009-01-01,True
"Kadmon Holdings, Inc.",0001557142,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2016-06-10,2000-04-01,True
"Kairos Pharma, LTD.",0001962011,2834,Pharmaceutical Preparations,KAPA,NYSE,CA,LOS ANGELES,2023-09-29,2013-06-17,True
"KALA BIO, Inc.",0001479419,2834,Pharmaceutical Preparations,KALA,Nasdaq,MA,ARLINGTON,2017-06-23,,
"KalVista Pharmaceuticals, Inc.",0001348911,2834,Pharmaceutical Preparations,KALV,Nasdaq,MA,FRAMINGHAM,2014-12-29,2004-03-01,True
"Karuna Therapeutics, Inc.",0001771917,2834,Pharmaceutical Preparations,,,MA,BOSTON,2019-05-31,,
Karyopharm Therapeutics Inc.,0001503802,2834,Pharmaceutical Preparations,KPTI,Nasdaq,MA,NEWTON,2014-06-19,,
"Kaya Holdings, Inc.",0001530746,2834,Pharmaceutical Preparations,KAYS,OTC,FL,FORT LAUDERDALE,2011-10-27,,
KBL Healthcare Acquisition Corp III,0001388356,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2007-03-16,1973-01-01,False
"Keros Therapeutics, Inc.",0001664710,2834,Pharmaceutical Preparations,KROS,Nasdaq,MA,LEXINGTON,2020-03-16,,
KERYX BIOPHARMACEUTICALS INC,0001114220,2834,Pharmaceutical Preparations,,,MA,BOSTON,2000-05-19,,
"Kezar Life Sciences, Inc.",0001645666,2834,Pharmaceutical Preparations,KZR,Nasdaq,CA,SOUTH SAN FRANCISCO,2018-05-24,,
"Kindred Biosciences, Inc.",0001561743,2834,Pharmaceutical Preparations,,,CA,BURLINGAME,2013-11-08,2012-09-25,True
"KINETA, INC./DE",0001445283,2834,Pharmaceutical Preparations,,,WA,MERCER ISLAND,2015-12-23,,
KING PHARMACEUTICALS INC,0001047699,2834,Pharmaceutical Preparations,,,TN,BRISTOL,1997-10-24,,
"Kiniksa Pharmaceuticals International, plc",0001730430,2834,Pharmaceutical Preparations,KNSA,Nasdaq,,LONDON,2018-04-27,2015-07-01,True
Kinnate Biopharma Inc.,0001797768,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2020-11-13,2018-01-01,True
KIORA PHARMACEUTICALS INC,0001372514,2834,Pharmaceutical Preparations,KPRX,Nasdaq,CA,ENCINITAS,2014-07-30,1991-01-01,False
KOLLTAN PHARMACEUTICALS INC,0001442835,2834,Pharmaceutical Preparations,,,CT,NEW HAVEN,2014-09-12,2007-11-01,True
"Korro Bio, Inc.",0001703647,2834,Pharmaceutical Preparations,KRRO,Nasdaq,MA,CAMBRIDGE,2019-09-06,2014-11-01,True
KOS PHARMACEUTICALS INC,0001018952,2834,Pharmaceutical Preparations,,,NJ,CRANBURY,1996-12-17,,
"Kronos Bio, Inc.",0001741830,2834,Pharmaceutical Preparations,,,CA,SAN MATEO,2020-09-18,2017-06-01,True
KUBOTA PHARMACEUTICAL HOLDINGS CO LTD,0001400482,2834,Pharmaceutical Preparations,,,M0,TOKYO,2013-12-17,2002-04-01,True
"Kura Oncology, Inc.",0001422143,2834,Pharmaceutical Preparations,KURA,Nasdaq,CA,SAN DIEGO,2015-04-17,2007-11-01,True
"Kuvatris Therapeutics, Inc.",0001811623,2834,Pharmaceutical Preparations,,,NY,TARRYTOWN,2020-07-02,2003-01-01,True
KYTHERA BIOPHARMACEUTICALS INC,0001436304,2834,Pharmaceutical Preparations,,,CA,CALABASAS,2012-05-17,2004-06-01,True
Lakewood-Amedex Biotherapeutics Inc.,0002079272,2834,Pharmaceutical Preparations,,,FL,UNIVERSITY PARK,2026-01-09,2008-01-01,True
"Landos Biopharma, Inc.",0001785345,2834,Pharmaceutical Preparations,,,VA,BLACKSBURG,2021-01-13,2017-01-01,True
Lantern Pharma Inc.,0001763950,2834,Pharmaceutical Preparations,LTRN,Nasdaq,TX,DALLAS,2020-04-16,2013-11-01,True
LARGE SCALE BIOLOGY CORP,0001108951,2834,Pharmaceutical Preparations,,,CA,VACAVILLE,2000-04-06,,
"Larimar Therapeutics, Inc.",0001374690,2834,Pharmaceutical Preparations,LRMR,Nasdaq,PA,BALA CYNWYD,2014-04-18,2005-11-01,True
LB PHARMACEUTICALS INC,0001691082,2834,Pharmaceutical Preparations,LBRX,Nasdaq,NY,NEW YORK,2025-08-22,,
LBC Bioscience Inc.,0001683743,2834,Pharmaceutical Preparations,,,AZ,SCOTTSDALE,2017-04-20,,
LEUKOSITE INC,0000915320,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,1997-06-27,,
Lexaria Bioscience Corp.,0001348362,2834,Pharmaceutical Preparations,LEXX,Nasdaq,A1,KELOWNA,2011-07-21,2004-12-09,True
LFTD PARTNERS INC.,0001391135,2834,Pharmaceutical Preparations,LIFD,OTC,FL,JACKSONVILLE,2019-08-02,1986-01-02,False
LianBio,0001831283,2834,Pharmaceutical Preparations,LIANY,OTC,NJ,PRINCETON,2021-10-01,2018-01-01,True
"Life Science Holdings, Inc.",0001874816,2834,Pharmaceutical Preparations,,,MN,MINNEAPOLIS,2021-09-28,,
"LIFECORE BIOMEDICAL, INC. \DE\",0001005286,2834,Pharmaceutical Preparations,LFCR,Nasdaq,MN,CHASKA,2023-04-06,,
Light Sciences Oncology Inc,0001342272,2834,Pharmaceutical Preparations,,,WA,BELLEVUE,2006-04-21,2004-12-01,True
LIPELLA PHARMACEUTICALS INC.,0001347242,2834,Pharmaceutical Preparations,LIPO,OTC,PA,PITTSBURGH,2022-07-29,2018-03-01,True
Lipocine Inc.,0001535955,2834,Pharmaceutical Preparations,LPCN,Nasdaq,X1,SALT LAKE CITY,2011-11-30,2011-10-13,True
"Lirum Therapeutics, Inc.",0001965411,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2024-03-11,2021-01-01,True
"LISATA THERAPEUTICS, INC.",0000320017,2834,Pharmaceutical Preparations,LSTA,Nasdaq,NJ,BASKING RIDGE,2020-06-19,,
"Lite Strategy, Inc.",0001262104,2834,Pharmaceutical Preparations,LITS,Nasdaq,CA,SAN DIEGO,2012-02-21,2000-12-01,True
"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",0001335105,2834,Pharmaceutical Preparations,LIXT,Nasdaq,FL,BOCA RATON,2020-09-03,2015-01-01,True
"Lomond Therapeutics Holdings, Inc.",0001900520,2834,Pharmaceutical Preparations,,,DE,DOVER,2024-11-27,2020-01-22,True
"Longboard Pharmaceuticals, Inc.",0001832168,2834,Pharmaceutical Preparations,,,CA,LA JOLLA,2021-02-19,2020-01-01,True
Longeveron Inc.,0001721484,2834,Pharmaceutical Preparations,LGVN,Nasdaq,FL,MIAMI,2021-01-19,2014-01-01,True
"Lotus Pharmaceuticals, Inc.",0001292087,2834,Pharmaceutical Preparations,,,F4,BEIJING,2008-05-13,2000-06-21,True
"Loxo Oncology, Inc.",0001581720,2834,Pharmaceutical Preparations,,,CT,STAMFORD,2014-06-30,2013-05-01,True
Luckwel Pharmaceuticals Inc.,0001567098,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2013-04-12,2013-01-02,True
"Lucy Scientific Discovery, Inc.",0001865127,2834,Pharmaceutical Preparations,,,A1,VICTORIA,2022-01-21,2017-01-01,True
"Lumena Pharmaceuticals, Inc.",0001513157,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2014-04-02,2011-01-01,True
"LUMOS PHARMA, INC.",0001126234,2834,Pharmaceutical Preparations,,,TX,AUSTIN,2011-11-10,,
Lunai Bioworks Inc.,0001527728,2834,Pharmaceutical Preparations,LNAI,Nasdaq,CA,SUITE 906 LOS ANGELES,2014-02-14,2011-01-01,True
"Lyell Immunopharma, Inc.",0001806952,2834,Pharmaceutical Preparations,LYEL,Nasdaq,CA,SOUTH SAN FRANCISCO,2021-05-25,2018-06-01,True
"MABVAX THERAPEUTICS HOLDINGS, INC.",0001109196,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2014-09-29,,
MACROCHEM CORP,0000743884,2834,Pharmaceutical Preparations,,,MA,WELLESLEY HILLS,2006-03-30,,
MACROGENICS INC,0001125345,2834,Pharmaceutical Preparations,MGNX,Nasdaq,MD,Rockville,2013-09-04,,
"MAIA Biotechnology, Inc.",0001878313,2834,Pharmaceutical Preparations,MAIA,NYSE,IL,CHICAGO,2022-04-11,2018-08-01,True
MANNKIND CORP,0000899460,2834,Pharmaceutical Preparations,MNKD,Nasdaq,CT,DANBURY,2017-07-03,,
"MAP Pharmaceuticals, Inc.",0001401923,2834,Pharmaceutical Preparations,,,CA,MOUNTAIN VIEW,2007-06-18,2003-07-01,True
"MapLight Therapeutics, Inc.",0001770069,2834,Pharmaceutical Preparations,MPLT,Nasdaq,CA,REDWOOD CITY,2025-09-19,2018-11-01,True
"MARAVAI LIFESCIENCES HOLDINGS, INC.",0001823239,2834,Pharmaceutical Preparations,MRVI,Nasdaq,CA,SAN DIEGO,2020-10-29,2020-08-01,True
"MARINUS PHARMACEUTICALS, INC.",0001267813,2834,Pharmaceutical Preparations,,,PA,RADNOR,2014-05-12,2003-08-01,True
"Marker Therapeutics, Inc.",0001094038,2834,Pharmaceutical Preparations,MRKR,Nasdaq,TX,HOUSTON,2010-06-16,1992-01-01,False
"Matinas BioPharma Holdings, Inc.",0001582554,2834,Pharmaceutical Preparations,MTNB,NYSE,NJ,BEDMINSTER,2014-01-21,2011-08-12,True
"MBX Biosciences, Inc.",0001776111,2834,Pharmaceutical Preparations,MBX,Nasdaq,IN,CARMEL,2024-08-23,2018-08-01,True
"MED-X, INC.",0001620704,2834,Pharmaceutical Preparations,,,CA,CANOGA PARK,2022-09-08,2014-02-01,True
"MedGen, Inc.",0001045707,2834,Pharmaceutical Preparations,,,A2,WINNNIPEG,2020-10-23,,
MEDICINOVA INC,0001226616,2834,Pharmaceutical Preparations,MNOV,Nasdaq,CA,LA JOLLA,2004-10-01,2000-09-01,True
Medicus Pharma Ltd.,0001997296,2834,Pharmaceutical Preparations,MDCX,Nasdaq,PA,W. CONSHOHOCKEN,2025-05-27,,
"MELINTA THERAPEUTICS, INC. /NEW/",0001461993,2834,Pharmaceutical Preparations,,,NJ,MORRISTOWN,2011-10-12,,
"Melt Pharmaceuticals, Inc.",0001767398,2834,Pharmaceutical Preparations,,,TN,BRENTWOOD,2022-09-21,2018-04-01,True
MEMORY PHARMACEUTICALS CORP,0001062216,2834,Pharmaceutical Preparations,,,NJ,MONTVALE,2003-12-23,1997-03-19,False
MERRIMACK PHARMACEUTICALS INC,0001274792,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2011-07-08,2010-10-01,True
"Mersana Therapeutics, Inc.",0001442836,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2017-06-01,2002-02-01,True
METABASIS THERAPEUTICS INC,0001053221,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2004-02-03,,
"Metacrine, Inc.",0001634379,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2020-08-24,2014-09-01,True
"MetaStat, Inc.",0001404943,2834,Pharmaceutical Preparations,,,MA,BOSTON,2015-04-10,2007-03-28,True
MetaVia Inc.,0001638287,2834,Pharmaceutical Preparations,MTVA,Nasdaq,MA,CAMBRIDGE,2016-04-18,,
"Metsera, Inc.",0002040807,2834,Pharmaceutical Preparations,MTSR,Nasdaq,NY,NEW YORK,2025-01-10,2022-06-01,True
"MICROLIN BIO, INC.",0001590930,2834,Pharmaceutical Preparations,,,NY,NEW YORK,2014-01-10,2013-07-01,True
Midatech Pharma US Inc.,0000919745,2834,Pharmaceutical Preparations,,,NC,RALEIGH,2000-03-31,,
"MiddleBrook Pharmaceuticals, Inc.",0001161924,2834,Pharmaceutical Preparations,,,MD,GERMANTOWN,2003-08-01,1999-12-01,False
Milestone Pharmaceuticals Inc.,0001408443,2834,Pharmaceutical Preparations,MIST,Nasdaq,A8,MONTREAL,2019-04-12,2003-01-01,True
MILLENNIUM PHARMACEUTICALS INC,0001002637,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,1996-05-06,,
"Mineralys Therapeutics, Inc.",0001933414,2834,Pharmaceutical Preparations,MLYS,Nasdaq,PA,RADNOR,2023-01-18,,
"Minerva Neurosciences, Inc.",0001598646,2834,Pharmaceutical Preparations,NERV,Nasdaq,MA,BURLINGTON,2014-04-09,,
"MIRA PHARMACEUTICALS, INC.",0001904286,2834,Pharmaceutical Preparations,MIRA,Nasdaq,FL,MIAMI,2023-06-29,2020-09-01,True
"Mirati Therapeutics, Inc.",0001576263,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2013-10-03,,
"Mirum Pharmaceuticals, Inc.",0001759425,2834,Pharmaceutical Preparations,MIRM,Nasdaq,CA,FOSTER CITY,2019-06-21,2018-05-01,True
MITOKOR,0001134433,2834,Pharmaceutical Preparations,,,CA,SAN DIEGO,2002-03-08,1981-01-01,False
"MIX 1 LIFE, INC.",0001501112,2834,Pharmaceutical Preparations,,,AZ,SCOTTSDALE,2010-10-22,2009-06-10,True
"Modern Mobility Aids, Inc.",0001497165,2834,Pharmaceutical Preparations,,,A6,TORONTO,2010-08-23,2007-12-19,True
"Molecular Insight Pharmaceuticals, Inc.",0001340752,2834,Pharmaceutical Preparations,,,MA,CAMBRIDGE,2005-11-08,1997-01-01,False
"Moleculin Biotech, Inc.",0001659617,2834,Pharmaceutical Preparations,MBRX,Nasdaq,TX,HOUSTON,2016-02-01,2015-07-01,True
Monopar Therapeutics,0001645469,2834,Pharmaceutical Preparations,MNPR,Nasdaq,IL,WILMETTE,2019-08-15,2015-12-16,True
MoonLake Immunotherapeutics,0001821586,2834,Pharmaceutical Preparations,MLTX,Nasdaq,V8,ZUG,2020-10-01,,
